Wall time,Step,Value
1589174274.0295107,10932000,-559.6786499023438
1589174301.066849,10944000,-563.4550170898438
1589174325.2266598,10956000,-554.9564208984375
1589174349.564723,10968000,-553.3731079101562
1589174400.3631427,10992000,-557.4286499023438
1589174424.3882017,11004000,-549.73974609375
1589174451.2274444,11016000,-556.1091918945312
1589174526.14073,11052000,-548.4175415039062
1589174550.0128741,11064000,-542.5509033203125
1589174573.7813375,11076000,-547.5008544921875
1589174600.5446453,11088000,-564.7883911132812
1589174648.4167008,11112000,-565.8619995117188
1589174799.231815,11184000,-552.4119873046875
1589174826.2107594,11196000,-550.280029296875
1589174850.8682015,11208000,-549.2286376953125
1589174902.0230243,11232000,-545.3467407226562
1589175000.5045881,11280000,-553.2286376953125
1589175075.5535676,11316000,-536.8231201171875
1589175151.5956986,11352000,-556.1897583007812
1589175250.9654267,11400000,-542.8953247070312
1589175326.456033,11436000,-533.128662109375
1589175353.2429557,11448000,-542.896728515625
1589175377.1492383,11460000,-543.6842041015625
1589175427.6467686,11484000,-544.3591918945312
1589175451.7562816,11496000,-533.0564575195312
1589175475.6874394,11508000,-532.3675537109375
1589175550.8891084,11544000,-531.5453491210938
1589175578.193711,11556000,-532.7384033203125
1589175626.564275,11580000,-534.5675659179688
1589175677.9897301,11604000,-551.2786865234375
1589175702.0023685,11616000,-521.9453125
1589175752.8752882,11640000,-545.5897827148438
1589175803.6981175,11664000,-533.9133911132812
1589175827.948304,11676000,-535.48974609375
1589175879.1868048,11700000,-525.6884155273438
1589175927.5020556,11724000,-528.3064575195312
1589175954.4864852,11736000,-539.2008666992188
1589175979.3480518,11748000,-538.8897705078125
1589176003.1109443,11760000,-537.1064453125
1589176077.977299,11796000,-529.717529296875
1589176104.3289075,11808000,-522.1675415039062
1589176128.6796577,11820000,-528.1564331054688
1589176204.7698512,11856000,-534.8175659179688
1589176228.473848,11868000,-527.923095703125
1589176429.4141433,11964000,-522.039794921875
1589176504.3478563,12000000,-524.8175659179688
1589176528.126383,12012000,-520.4730834960938
1589176579.2427115,12036000,-517.267578125
1589176630.2354386,12060000,-512.830078125
1589176654.2364595,12072000,-513.7508544921875
